Model:    gemma3:4b
  [784/1500] B04 → 6  EV=5.10
  [785/1500] B05 → 6  EV=4.98
  [786/1500] B06 → 6  EV=4.96
  [787/1500] B07 → 6  EV=5.11
  [788/1500] B08 → 6  EV=4.95
  [789/1500] B09 → 6  EV=5.19
  [790/1500] B10 → 6  EV=5.04
  [791/1500] B11 → 6  EV=5.14
  [792/1500] B12 → 6  EV=5.12
  [793/1500] B13 → 6  EV=5.06
  [794/1500] B14 → 6  EV=5.11
  [795/1500] B15 → 6  EV=4.71
  [796/1500] B16 → 6  EV=5.11
  [797/1500] B17 → 6  EV=4.89
  [798/1500] B18 → 6  EV=4.85
  [799/1500] B19 → 6  EV=4.92
  [800/1500] B20 → 6  EV=4.87

  Checkpoint: 800/1500 (1.3 prompts/sec)

  [801/1500] B21 → 6  EV=4.81
  [802/1500] B22 → 6  EV=5.06
  [803/1500] B23 → 6  EV=5.33
  [804/1500] B24 → 6  EV=4.82
  [805/1500] B25 → 6  EV=4.92
  [806/1500] B26 → 6  EV=4.85
  [807/1500] B27 → 6  EV=4.99
  [808/1500] B28 → 6  EV=4.83
  [809/1500] B29 → 6  EV=4.99
  [810/1500] B30 → 6  EV=5.14
  [811/1500] B01 → 6  EV=4.80
  [812/1500] B02 → 6  EV=4.77
  [813/1500] B03 → 6  EV=4.86
  [814/1500] B04 → 6  EV=4.89
  [815/1500] B05 → 6  EV=4.69
  [816/1500] B06 → 6  EV=4.75
  [817/1500] B07 → 6  EV=4.78
  [818/1500] B08 → 6  EV=4.86
  [819/1500] B09 → 6  EV=4.76
  [820/1500] B10 → 6  EV=4.89
  [821/1500] B11 → 6  EV=4.77
  [822/1500] B12 → 6  EV=4.76
  [823/1500] B13 → 6  EV=4.83
  [824/1500] B14 → 6  EV=4.86
  [825/1500] B15 → 6  EV=4.91
  [826/1500] B16 → 6  EV=4.85
  [827/1500] B17 → 6  EV=4.67
  [828/1500] B18 → 6  EV=4.66
  [829/1500] B19 → 6  EV=4.66
  [830/1500] B20 → 6  EV=4.49
  [831/1500] B21 → 6  EV=4.80
  [832/1500] B22 → 6  EV=4.85
  [833/1500] B23 → 6  EV=4.99
  [834/1500] B24 → 6  EV=4.55
  [835/1500] B25 → 6  EV=4.96
  [836/1500] B26 → 6  EV=4.71
  [837/1500] B27 → 6  EV=4.76
  [838/1500] B28 → 6  EV=4.60
  [839/1500] B29 → 6  EV=4.81
  [840/1500] B30 → 6  EV=4.88
  [841/1500] B01 → 6  EV=4.69
  [842/1500] B02 → 6  EV=4.61
  [843/1500] B03 → 6  EV=4.79
  [844/1500] B04 → 6  EV=4.77
  [845/1500] B05 → 6  EV=4.72
  [846/1500] B06 → 6  EV=4.51
  [847/1500] B07 → 6  EV=4.81
  [848/1500] B08 → 6  EV=4.65
  [849/1500] B09 → 6  EV=4.70
  [850/1500] B10 → 6  EV=4.71
  [851/1500] B11 → 6  EV=4.81
  [852/1500] B12 → 6  EV=4.67
  [853/1500] B13 → 6  EV=4.83
  [854/1500] B14 → 6  EV=4.74
  [855/1500] B15 → 6  EV=4.89
  [856/1500] B16 → 6  EV=4.89
  [857/1500] B17 → 6  EV=4.71
  [858/1500] B18 → 6  EV=4.60
  [859/1500] B19 → 6  EV=4.61
  [860/1500] B20 → 6  EV=4.63
  [861/1500] B21 → 6  EV=4.67
  [862/1500] B22 → 6  EV=4.77
  [863/1500] B23 → 6  EV=4.91
  [864/1500] B24 → 6  EV=4.77
  [865/1500] B25 → 6  EV=4.96
  [866/1500] B26 → 6  EV=4.62
  [867/1500] B27 → 6  EV=4.44
  [868/1500] B28 → 6  EV=4.56
  [869/1500] B29 → 6  EV=4.91
  [870/1500] B30 → 6  EV=4.84
  [871/1500] B01 → 6  EV=4.94
  [872/1500] B02 → 6  EV=4.78
  [873/1500] B03 → 6  EV=5.02
  [874/1500] B04 → 6  EV=4.96
  [875/1500] B05 → 6  EV=4.82
  [876/1500] B06 → 6  EV=4.62
  [877/1500] B07 → 6  EV=4.88
  [878/1500] B08 → 6  EV=5.00
  [879/1500] B09 → 6  EV=4.89
  [880/1500] B10 → 6  EV=4.82
  [881/1500] B11 → 6  EV=5.01
  [882/1500] B12 → 6  EV=4.87
  [883/1500] B13 → 6  EV=4.98
  [884/1500] B14 → 6  EV=5.01
  [885/1500] B15 → 6  EV=4.70
  [886/1500] B16 → 6  EV=4.96
  [887/1500] B17 → 6  EV=4.81
  [888/1500] B18 → 6  EV=4.73
  [889/1500] B19 → 6  EV=4.76
  [890/1500] B20 → 6  EV=4.78
  [891/1500] B21 → 6  EV=4.73
  [892/1500] B22 → 6  EV=4.94
  [893/1500] B23 → 6  EV=5.11
  [894/1500] B24 → 6  EV=4.92
  [895/1500] B25 → 6  EV=4.80
  [896/1500] B26 → 6  EV=4.80
  [897/1500] B27 → 6  EV=4.66
  [898/1500] B28 → 6  EV=4.88
  [899/1500] B29 → 6  EV=4.86
  [900/1500] B30 → 6  EV=5.08

  Checkpoint: 900/1500 (1.3 prompts/sec)

  [901/1500] B01 → 6  EV=4.85
  [902/1500] B02 → 6  EV=4.73
  [903/1500] B03 → 6  EV=4.90
  [904/1500] B04 → 6  EV=4.86
  [905/1500] B05 → 6  EV=4.74
  [906/1500] B06 → 6  EV=4.77
  [907/1500] B07 → 6  EV=4.78
  [908/1500] B08 → 6  EV=4.75
  [909/1500] B09 → 6  EV=4.77
  [910/1500] B10 → 6  EV=4.68
  [911/1500] B11 → 6  EV=4.96
  [912/1500] B12 → 6  EV=4.75
  [913/1500] B13 → 6  EV=4.90
  [914/1500] B14 → 6  EV=4.96
  [915/1500] B15 → 6  EV=4.95
  [916/1500] B16 → 6  EV=4.92
  [917/1500] B17 → 6  EV=4.67
  [918/1500] B18 → 6  EV=4.62
  [919/1500] B19 → 6  EV=4.71
  [920/1500] B20 → 6  EV=4.70
  [921/1500] B21 → 6  EV=4.64
  [922/1500] B22 → 6  EV=4.90
  [923/1500] B23 → 6  EV=4.88
  [924/1500] B24 → 6  EV=4.56
  [925/1500] B25 → 6  EV=4.75
  [926/1500] B26 → 6  EV=4.67
  [927/1500] B27 → 6  EV=4.79
  [928/1500] B28 → 6  EV=4.63
  [929/1500] B29 → 6  EV=5.02
  [930/1500] B30 → 6  EV=4.96
  [931/1500] B01 → 6  EV=4.81
  [932/1500] B02 → 6  EV=4.85
  [933/1500] B03 → 6  EV=4.94
  [934/1500] B04 → 6  EV=4.49
  [935/1500] B05 → 6  EV=4.86
  [936/1500] B06 → 6  EV=4.87
  [937/1500] B07 → 6  EV=5.22
  [938/1500] B08 → 6  EV=4.70
  [939/1500] B09 → 6  EV=4.98
  [940/1500] B10 → 6  EV=4.78
  [941/1500] B11 → 6  EV=4.90
  [942/1500] B12 → 6  EV=4.89
  [943/1500] B13 → 6  EV=4.64
  [944/1500] B14 → 6  EV=4.63
  [945/1500] B15 → 6  EV=4.71
  [946/1500] B16 → 6  EV=5.05
  [947/1500] B17 → 6  EV=4.85
  [948/1500] B18 → 6  EV=4.85
  [949/1500] B19 → 6  EV=4.68
  [950/1500] B20 → 6  EV=4.66
  [951/1500] B21 → 6  EV=4.51
  [952/1500] B22 → 6  EV=4.84
  [953/1500] B23 → 6  EV=4.48
  [954/1500] B24 → 6  EV=4.81
  [955/1500] B25 → 6  EV=5.11
  [956/1500] B26 → 6  EV=5.10
  [957/1500] B27 → 6  EV=4.89
  [958/1500] B28 → 6  EV=4.75
  [959/1500] B29 → 6  EV=4.63
  [960/1500] B30 → 6  EV=4.88
  [961/1500] B01 → 6  EV=4.97
  [962/1500] B02 → 6  EV=4.91
  [963/1500] B03 → 6  EV=5.09
  [964/1500] B04 → 6  EV=5.07
  [965/1500] B05 → 6  EV=4.93
  [966/1500] B06 → 6  EV=4.57
  [967/1500] B07 → 6  EV=4.90
  [968/1500] B08 → 6  EV=4.93
  [969/1500] B09 → 6  EV=4.94
  [970/1500] B10 → 6  EV=5.05
  [971/1500] B11 → 6  EV=4.95
  [972/1500] B12 → 6  EV=4.97
  [973/1500] B13 → 6  EV=5.06
  [974/1500] B14 → 6  EV=5.11
  [975/1500] B15 → 6  EV=5.04
  [976/1500] B16 → 6  EV=4.92
  [977/1500] B17 → 6  EV=4.66
  [978/1500] B18 → 6  EV=4.75
  [979/1500] B19 → 6  EV=4.82
  [980/1500] B20 → 6  EV=4.73
  [981/1500] B21 → 6  EV=4.85
  [982/1500] B22 → 6  EV=5.05
  [983/1500] B23 → 6  EV=5.19
  [984/1500] B24 → 6  EV=4.86
  [985/1500] B25 → 6  EV=5.13
  [986/1500] B26 → 6  EV=4.97
  [987/1500] B27 → 6  EV=4.90
  [988/1500] B28 → 6  EV=4.88
  [989/1500] B29 → 6  EV=5.14
  [990/1500] B30 → 6  EV=5.06
  [991/1500] B01 → 6  EV=4.69
  [992/1500] B02 → 6  EV=4.65
  [993/1500] B03 → 6  EV=4.82
  [994/1500] B04 → 6  EV=4.79
  [995/1500] B05 → 6  EV=4.65
  [996/1500] B06 → 6  EV=4.72
  [997/1500] B07 → 6  EV=4.75
  [998/1500] B08 → 6  EV=4.74
  [999/1500] B09 → 6  EV=4.75
  [1000/1500] B10 → 6  EV=4.78

  Checkpoint: 1000/1500 (1.3 prompts/sec)

  [1001/1500] B11 → 6  EV=4.72
  [1002/1500] B12 → 6  EV=4.72
  [1003/1500] B13 → 6  EV=4.64
  [1004/1500] B14 → 6  EV=4.82
  [1005/1500] B15 → 6  EV=4.55
  [1006/1500] B16 → 6  EV=4.86
  [1007/1500] B17 → 6  EV=4.48
  [1008/1500] B18 → 6  EV=4.61
  [1009/1500] B19 → 6  EV=4.69
  [1010/1500] B20 → 6  EV=4.61
  [1011/1500] B21 → 6  EV=4.68
  [1012/1500] B22 → 6  EV=4.85
  [1013/1500] B23 → 6  EV=4.84
  [1014/1500] B24 → 6  EV=4.79
  [1015/1500] B25 → 6  EV=4.88
  [1016/1500] B26 → 6  EV=4.68
  [1017/1500] B27 → 6  EV=4.78
  [1018/1500] B28 → 6  EV=4.73
  [1019/1500] B29 → 6  EV=4.92
  [1020/1500] B30 → 6  EV=4.78
  [1021/1500] B01 → 6  EV=4.86
  [1022/1500] B02 → 6  EV=4.75
  [1023/1500] B03 → 6  EV=4.88
  [1024/1500] B04 → 6  EV=4.81
  [1025/1500] B05 → 6  EV=4.78
  [1026/1500] B06 → 6  EV=4.79
  [1027/1500] B07 → 6  EV=4.78
  [1028/1500] B08 → 6  EV=4.75
  [1029/1500] B09 → 6  EV=4.71
  [1030/1500] B10 → 6  EV=4.79
  [1031/1500] B11 → 6  EV=4.78
  [1032/1500] B12 → 6  EV=4.83
  [1033/1500] B13 → 6  EV=4.72
  [1034/1500] B14 → 6  EV=5.01
  [1035/1500] B15 → 6  EV=4.99
  [1036/1500] B16 → 6  EV=4.98
  [1037/1500] B17 → 6  EV=4.63
  [1038/1500] B18 → 6  EV=4.61
  [1039/1500] B19 → 6  EV=4.70
  [1040/1500] B20 → 6  EV=4.65
  [1041/1500] B21 → 6  EV=4.70
  [1042/1500] B22 → 6  EV=4.96
  [1043/1500] B23 → 6  EV=4.94
  [1044/1500] B24 → 6  EV=4.57
  [1045/1500] B25 → 6  EV=4.96
  [1046/1500] B26 → 6  EV=4.87
  [1047/1500] B27 → 6  EV=4.71
  [1048/1500] B28 → 6  EV=4.79
  [1049/1500] B29 → 6  EV=4.85
  [1050/1500] B30 → 6  EV=4.88
  [1051/1500] B01 → 6  EV=4.49
  [1052/1500] B02 → 6  EV=4.60
  [1053/1500] B03 → 6  EV=4.75
  [1054/1500] B04 → 6  EV=4.75
  [1055/1500] B05 → 6  EV=4.67
  [1056/1500] B06 → 6  EV=4.70
  [1057/1500] B07 → 6  EV=4.86
  [1058/1500] B08 → 6  EV=4.65
  [1059/1500] B09 → 6  EV=4.74
  [1060/1500] B10 → 6  EV=4.74
  [1061/1500] B11 → 6  EV=4.68
  [1062/1500] B12 → 6  EV=4.79
  [1063/1500] B13 → 6  EV=4.77
  [1064/1500] B14 → 5  EV=4.52
  [1065/1500] B15 → 6  EV=4.85
  [1066/1500] B16 → 6  EV=4.78
  [1067/1500] B17 → 6  EV=4.53
  [1068/1500] B18 → 6  EV=4.52
  [1069/1500] B19 → 6  EV=4.60
  [1070/1500] B20 → 6  EV=4.58
  [1071/1500] B21 → 6  EV=4.49
  [1072/1500] B22 → 6  EV=4.67
  [1073/1500] B23 → 6  EV=4.73
  [1074/1500] B24 → 6  EV=4.86
  [1075/1500] B25 → 6  EV=4.65
  [1076/1500] B26 → 6  EV=4.60
  [1077/1500] B27 → 6  EV=4.47
  [1078/1500] B28 → 6  EV=4.60
  [1079/1500] B29 → 6  EV=4.57
  [1080/1500] B30 → 6  EV=4.63
  [1081/1500] B01 → 6  EV=4.56
  [1082/1500] B02 → 6  EV=4.61
  [1083/1500] B03 → 6  EV=4.78
  [1084/1500] B04 → 6  EV=4.61
  [1085/1500] B05 → 6  EV=4.69
  [1086/1500] B06 → 6  EV=4.56
  [1087/1500] B07 → 6  EV=4.92
  [1088/1500] B08 → 6  EV=4.75
  [1089/1500] B09 → 6  EV=4.72
  [1090/1500] B10 → 6  EV=4.67
  [1091/1500] B11 → 6  EV=4.74
  [1092/1500] B12 → 6  EV=4.83
  [1093/1500] B13 → 6  EV=4.79
  [1094/1500] B14 → 6  EV=4.57
  [1095/1500] B15 → 6  EV=4.89
  [1096/1500] B16 → 6  EV=4.86
  [1097/1500] B17 → 6  EV=4.68
  [1098/1500] B18 → 6  EV=4.59
  [1099/1500] B19 → 6  EV=4.55
  [1100/1500] B20 → 6  EV=4.54

  Checkpoint: 1100/1500 (1.3 prompts/sec)

  [1101/1500] B21 → 6  EV=4.44
  [1102/1500] B22 → 6  EV=4.67
  [1103/1500] B23 → 6  EV=4.70
  [1104/1500] B24 → 6  EV=4.89
  [1105/1500] B25 → 6  EV=4.91
  [1106/1500] B26 → 6  EV=4.97
  [1107/1500] B27 → 6  EV=4.74
  [1108/1500] B28 → 6  EV=4.63
  [1109/1500] B29 → 6  EV=4.61
  [1110/1500] B30 → 6  EV=4.69
  [1111/1500] B01 → 6  EV=4.58
  [1112/1500] B02 → 6  EV=4.51
  [1113/1500] B03 → 6  EV=4.71
  [1114/1500] B04 → 6  EV=4.61
  [1115/1500] B05 → 6  EV=4.63
  [1116/1500] B06 → 6  EV=4.39
  [1117/1500] B07 → 6  EV=4.77
  [1118/1500] B08 → 6  EV=4.49
  [1119/1500] B09 → 6  EV=4.81
  [1120/1500] B10 → 6  EV=4.55
  [1121/1500] B11 → 6  EV=4.69
  [1122/1500] B12 → 6  EV=4.64
  [1123/1500] B13 → 6  EV=4.65
  [1124/1500] B14 → 6  EV=4.72
  [1125/1500] B15 → 6  EV=4.47
  [1126/1500] B16 → 6  EV=4.78
  [1127/1500] B17 → 6  EV=4.56
  [1128/1500] B18 → 6  EV=4.60
  [1129/1500] B19 → 6  EV=4.53
  [1130/1500] B20 → 6  EV=4.51
  [1131/1500] B21 → 6  EV=4.45
  [1132/1500] B22 → 6  EV=4.54
  [1133/1500] B23 → 6  EV=4.57
  [1134/1500] B24 → 6  EV=4.67
  [1135/1500] B25 → 6  EV=4.84
  [1136/1500] B26 → 6  EV=4.72
  [1137/1500] B27 → 6  EV=4.50
  [1138/1500] B28 → 6  EV=4.56
  [1139/1500] B29 → 6  EV=4.62
  [1140/1500] B30 → 6  EV=4.63
  [1141/1500] B01 → 6  EV=4.47
  [1142/1500] B02 → 6  EV=4.60
  [1143/1500] B03 → 6  EV=4.82
  [1144/1500] B04 → 6  EV=4.71
  [1145/1500] B05 → 6  EV=4.77
  [1146/1500] B06 → 6  EV=4.70
  [1147/1500] B07 → 6  EV=4.91
  [1148/1500] B08 → 6  EV=4.80
  [1149/1500] B09 → 6  EV=4.73
  [1150/1500] B10 → 6  EV=4.70
  [1151/1500] B11 → 6  EV=4.79
  [1152/1500] B12 → 6  EV=4.72
  [1153/1500] B13 → 6  EV=4.54
  [1154/1500] B14 → 6  EV=4.51
  [1155/1500] B15 → 6  EV=5.01
  [1156/1500] B16 → 6  EV=4.96
  [1157/1500] B17 → 6  EV=4.74
  [1158/1500] B18 → 6  EV=4.66
  [1159/1500] B19 → 6  EV=4.58
  [1160/1500] B20 → 6  EV=4.51
  [1161/1500] B21 → 6  EV=4.44
  [1162/1500] B22 → 6  EV=4.62
  [1163/1500] B23 → 6  EV=4.48
  [1164/1500] B24 → 6  EV=4.55
  [1165/1500] B25 → 6  EV=4.67
  [1166/1500] B26 → 6  EV=4.74
  [1167/1500] B27 → 6  EV=4.73
  [1168/1500] B28 → 6  EV=4.60
  [1169/1500] B29 → 6  EV=4.63
  [1170/1500] B30 → 6  EV=4.81
  [1171/1500] B01 → 6  EV=4.67
  [1172/1500] B02 → 6  EV=4.70
  [1173/1500] B03 → 6  EV=4.83
  [1174/1500] B04 → 6  EV=4.80
  [1175/1500] B05 → 6  EV=4.69
  [1176/1500] B06 → 6  EV=4.48
  [1177/1500] B07 → 6  EV=4.72
  [1178/1500] B08 → 6  EV=4.76
  [1179/1500] B09 → 6  EV=4.75
  [1180/1500] B10 → 6  EV=4.80
  [1181/1500] B11 → 6  EV=4.73
  [1182/1500] B12 → 6  EV=4.80
  [1183/1500] B13 → 6  EV=4.67
  [1184/1500] B14 → 6  EV=4.82
  [1185/1500] B15 → 6  EV=4.82
  [1186/1500] B16 → 6  EV=4.72
  [1187/1500] B17 → 6  EV=4.63
  [1188/1500] B18 → 6  EV=4.73
  [1189/1500] B19 → 6  EV=4.67
  [1190/1500] B20 → 6  EV=4.57
  [1191/1500] B21 → 6  EV=4.64
  [1192/1500] B22 → 6  EV=4.88
  [1193/1500] B23 → 6  EV=4.90
  [1194/1500] B24 → 6  EV=4.73
  [1195/1500] B25 → 6  EV=4.71
  [1196/1500] B26 → 6  EV=4.84
  [1197/1500] B27 → 6  EV=4.49
  [1198/1500] B28 → 6  EV=4.78
  [1199/1500] B29 → 6  EV=4.74
  [1200/1500] B30 → 6  EV=4.76

  Checkpoint: 1200/1500 (1.3 prompts/sec)

  [1201/1500] B01 → 6  EV=4.75
  [1202/1500] B02 → 6  EV=4.74
  [1203/1500] B03 → 6  EV=4.94
  [1204/1500] B04 → 6  EV=4.66
  [1205/1500] B05 → 6  EV=4.83
  [1206/1500] B06 → 6  EV=4.82
  [1207/1500] B07 → 6  EV=5.00
  [1208/1500] B08 → 6  EV=4.86
  [1209/1500] B09 → 6  EV=4.81
  [1210/1500] B10 → 6  EV=4.80
  [1211/1500] B11 → 6  EV=4.80
  [1212/1500] B12 → 6  EV=4.79
  [1213/1500] B13 → 6  EV=4.98
  [1214/1500] B14 → 6  EV=5.06
  [1215/1500] B15 → 6  EV=4.93
  [1216/1500] B16 → 6  EV=4.97
  [1217/1500] B17 → 6  EV=4.75
  [1218/1500] B18 → 6  EV=4.84
  [1219/1500] B19 → 6  EV=4.96
  [1220/1500] B20 → 6  EV=4.64
  [1221/1500] B21 → 6  EV=4.63
  [1222/1500] B22 → 6  EV=4.83
  [1223/1500] B23 → 6  EV=4.79
  [1224/1500] B24 → 6  EV=4.94
  [1225/1500] B25 → 6  EV=5.05
  [1226/1500] B26 → 6  EV=4.91
  [1227/1500] B27 → 6  EV=4.83
  [1228/1500] B28 → 6  EV=4.84
  [1229/1500] B29 → 6  EV=4.68
  [1230/1500] B30 → 6  EV=4.87
  [1231/1500] B01 → 6  EV=4.85
  [1232/1500] B02 → 6  EV=4.71
  [1233/1500] B03 → 6  EV=4.83
  [1234/1500] B04 → 6  EV=4.86
  [1235/1500] B05 → 6  EV=4.76
  [1236/1500] B06 → 6  EV=4.35
  [1237/1500] B07 → 6  EV=4.77
  [1238/1500] B08 → 6  EV=4.88
  [1239/1500] B09 → 6  EV=4.73
  [1240/1500] B10 → 6  EV=4.82
  [1241/1500] B11 → 6  EV=4.76
  [1242/1500] B12 → 6  EV=4.77
  [1243/1500] B13 → 6  EV=4.83
  [1244/1500] B14 → 6  EV=4.86
  [1245/1500] B15 → 6  EV=4.90
  [1246/1500] B16 → 6  EV=4.80
  [1247/1500] B17 → 6  EV=4.71
  [1248/1500] B18 → 6  EV=4.58
  [1249/1500] B19 → 6  EV=4.66
  [1250/1500] B20 → 6  EV=4.71
  [1251/1500] B21 → 6  EV=4.79
  [1252/1500] B22 → 6  EV=4.83
  [1253/1500] B23 → 6  EV=4.97
  [1254/1500] B24 → 6  EV=4.55
  [1255/1500] B25 → 6  EV=4.73
  [1256/1500] B26 → 6  EV=4.84
  [1257/1500] B27 → 6  EV=4.47
  [1258/1500] B28 → 6  EV=4.77
  [1259/1500] B29 → 6  EV=4.78
  [1260/1500] B30 → 6  EV=4.95
  [1261/1500] B01 → 6  EV=4.76
  [1262/1500] B02 → 6  EV=4.72
  [1263/1500] B03 → 6  EV=4.87
  [1264/1500] B04 → 6  EV=4.78
  [1265/1500] B05 → 6  EV=4.73
  [1266/1500] B06 → 6  EV=4.80
  [1267/1500] B07 → 6  EV=5.03
  [1268/1500] B08 → 6  EV=4.70
  [1269/1500] B09 → 6  EV=5.02
  [1270/1500] B10 → 6  EV=4.86
  [1271/1500] B11 → 6  EV=4.86
  [1272/1500] B12 → 6  EV=4.83
  [1273/1500] B13 → 6  EV=4.82
  [1274/1500] B14 → 6  EV=4.86
  [1275/1500] B15 → 6  EV=4.59
  [1276/1500] B16 → 6  EV=4.94
  [1277/1500] B17 → 6  EV=4.72
  [1278/1500] B18 → 6  EV=4.69
  [1279/1500] B19 → 6  EV=4.74
  [1280/1500] B20 → 6  EV=4.64
  [1281/1500] B21 → 6  EV=4.56
  [1282/1500] B22 → 6  EV=4.74
  [1283/1500] B23 → 6  EV=4.96
  [1284/1500] B24 → 6  EV=4.66
  [1285/1500] B25 → 6  EV=5.04
  [1286/1500] B26 → 6  EV=4.67
  [1287/1500] B27 → 6  EV=4.51
  [1288/1500] B28 → 6  EV=4.60
  [1289/1500] B29 → 6  EV=4.91
  [1290/1500] B30 → 6  EV=4.87
  [1291/1500] B01 → 6  EV=4.86
  [1292/1500] B02 → 6  EV=4.83
  [1293/1500] B03 → 6  EV=5.02
  [1294/1500] B04 → 6  EV=4.86
  [1295/1500] B05 → 6  EV=4.94
  [1296/1500] B06 → 6  EV=4.86
  [1297/1500] B07 → 6  EV=5.12
  [1298/1500] B08 → 6  EV=5.01
  [1299/1500] B09 → 6  EV=4.97
  [1300/1500] B10 → 6  EV=4.86

  Checkpoint: 1300/1500 (1.3 prompts/sec)

  [1301/1500] B11 → 6  EV=4.95
  [1302/1500] B12 → 6  EV=4.98
  [1303/1500] B13 → 6  EV=4.77
  [1304/1500] B14 → 6  EV=4.77
  [1305/1500] B15 → 6  EV=4.69
  [1306/1500] B16 → 6  EV=5.15
  [1307/1500] B17 → 6  EV=4.83
  [1308/1500] B18 → 6  EV=4.82
  [1309/1500] B19 → 6  EV=4.77
  [1310/1500] B20 → 6  EV=4.72
  [1311/1500] B21 → 6  EV=4.71
  [1312/1500] B22 → 6  EV=4.82
  [1313/1500] B23 → 6  EV=4.93
  [1314/1500] B24 → 6  EV=4.74
  [1315/1500] B25 → 6  EV=5.16
  [1316/1500] B26 → 6  EV=4.81
  [1317/1500] B27 → 6  EV=4.83
  [1318/1500] B28 → 6  EV=4.78
  [1319/1500] B29 → 6  EV=4.80
  [1320/1500] B30 → 6  EV=4.91
  [1321/1500] B01 → 6  EV=4.62
  [1322/1500] B02 → 6  EV=4.67
  [1323/1500] B03 → 6  EV=4.80
  [1324/1500] B04 → 6  EV=4.68
  [1325/1500] B05 → 6  EV=4.78
  [1326/1500] B06 → 6  EV=4.68
  [1327/1500] B07 → 6  EV=4.76
  [1328/1500] B08 → 6  EV=4.76
  [1329/1500] B09 → 6  EV=4.73
  [1330/1500] B10 → 6  EV=4.65
  [1331/1500] B11 → 6  EV=4.83
  [1332/1500] B12 → 6  EV=4.72
  [1333/1500] B13 → 6  EV=4.88
  [1334/1500] B14 → 6  EV=4.80
  [1335/1500] B15 → 6  EV=4.96
  [1336/1500] B16 → 6  EV=4.84
  [1337/1500] B17 → 6  EV=4.52
  [1338/1500] B18 → 6  EV=4.74
  [1339/1500] B19 → 6  EV=4.81
  [1340/1500] B20 → 6  EV=4.53
  [1341/1500] B21 → 6  EV=4.60
  [1342/1500] B22 → 6  EV=4.75
  [1343/1500] B23 → 6  EV=4.67
  [1344/1500] B24 → 6  EV=4.47
  [1345/1500] B25 → 6  EV=4.67
  [1346/1500] B26 → 6  EV=4.63
  [1347/1500] B27 → 6  EV=4.55
  [1348/1500] B28 → 6  EV=4.66
  [1349/1500] B29 → 6  EV=4.74
  [1350/1500] B30 → 6  EV=4.78
  [1351/1500] B01 → 6  EV=4.63
  [1352/1500] B02 → 6  EV=4.57
  [1353/1500] B03 → 6  EV=4.69
  [1354/1500] B04 → 6  EV=4.49
  [1355/1500] B05 → 6  EV=4.61
  [1356/1500] B06 → 6  EV=4.41
  [1357/1500] B07 → 6  EV=4.90
  [1358/1500] B08 → 6  EV=4.77
  [1359/1500] B09 → 6  EV=4.89
  [1360/1500] B10 → 6  EV=4.85
  [1361/1500] B11 → 6  EV=4.64
  [1362/1500] B12 → 6  EV=4.92
  [1363/1500] B13 → 5  EV=4.46
  [1364/1500] B14 → 6  EV=4.81
  [1365/1500] B15 → 6  EV=4.79
  [1366/1500] B16 → 6  EV=4.85
  [1367/1500] B17 → 6  EV=4.49
  [1368/1500] B18 → 6  EV=4.54
  [1369/1500] B19 → 6  EV=4.66
  [1370/1500] B20 → 6  EV=4.50
  [1371/1500] B21 → 6  EV=4.41
  [1372/1500] B22 → 6  EV=4.65
  [1373/1500] B23 → 6  EV=4.42
  [1374/1500] B24 → 6  EV=4.87
  [1375/1500] B25 → 6  EV=4.68
  [1376/1500] B26 → 6  EV=4.82
  [1377/1500] B27 → 6  EV=4.69
  [1378/1500] B28 → 6  EV=4.58
  [1379/1500] B29 → 6  EV=4.44
  [1380/1500] B30 → 6  EV=4.63
  [1381/1500] B01 → 6  EV=5.06
  [1382/1500] B02 → 6  EV=4.94
  [1383/1500] B03 → 6  EV=5.05
  [1384/1500] B04 → 6  EV=5.06
  [1385/1500] B05 → 6  EV=4.88
  [1386/1500] B06 → 6  EV=4.55
  [1387/1500] B07 → 6  EV=4.92
  [1388/1500] B08 → 6  EV=5.09
  [1389/1500] B09 → 6  EV=4.94
  [1390/1500] B10 → 6  EV=4.93
  [1391/1500] B11 → 6  EV=4.90
  [1392/1500] B12 → 6  EV=5.04
  [1393/1500] B13 → 6  EV=5.07
  [1394/1500] B14 → 6  EV=5.09
  [1395/1500] B15 → 6  EV=5.09
  [1396/1500] B16 → 6  EV=5.05
  [1397/1500] B17 → 6  EV=4.93
  [1398/1500] B18 → 6  EV=4.87
  [1399/1500] B19 → 6  EV=4.93
  [1400/1500] B20 → 6  EV=4.77

  Checkpoint: 1400/1500 (1.3 prompts/sec)

  [1401/1500] B21 → 6  EV=4.96
  [1402/1500] B22 → 6  EV=5.13
  [1403/1500] B23 → 6  EV=5.33
  [1404/1500] B24 → 6  EV=4.99
  [1405/1500] B25 → 6  EV=5.36
  [1406/1500] B26 → 6  EV=4.77
  [1407/1500] B27 → 6  EV=4.66
  [1408/1500] B28 → 6  EV=4.78
  [1409/1500] B29 → 6  EV=5.25
  [1410/1500] B30 → 6  EV=5.12
  [1411/1500] B01 → 6  EV=5.16
  [1412/1500] B02 → 6  EV=4.98
  [1413/1500] B03 → 6  EV=5.20
  [1414/1500] B04 → 6  EV=5.24
  [1415/1500] B05 → 6  EV=5.00
  [1416/1500] B06 → 6  EV=4.97
  [1417/1500] B07 → 6  EV=5.07
  [1418/1500] B08 → 6  EV=5.17
  [1419/1500] B09 → 6  EV=5.15
