Model:    phi4-mini:latest
  [9935/12000] B05 → 6  EV=3.82
  [9936/12000] B06 → 1  EV=1.09
  [9937/12000] B07 → 1  EV=2.86
  [9938/12000] B08 → 7  EV=4.74
  [9939/12000] B09 → 6  EV=3.73
  [9940/12000] B10 → 6  EV=6.04
  [9941/12000] B11 → 1  EV=2.17
  [9942/12000] B12 → 7  EV=5.95
  [9943/12000] B13 → 6  EV=4.68
  [9944/12000] B14 → 1  EV=3.77
  [9945/12000] B15 → 3  EV=3.20
  [9946/12000] B16 → 6  EV=4.18
  [9947/12000] B17 → 6  EV=4.47
  [9948/12000] B18 → 6  EV=3.73
  [9949/12000] B19 → 6  EV=4.06
  [9950/12000] B20 → 6  EV=4.42
  [9951/12000] B21 → 3  EV=3.87
  [9952/12000] B22 → 6  EV=5.75
  [9953/12000] B23 → 6  EV=5.02
  [9954/12000] B24 → 6  EV=3.85
  [9955/12000] B25 → 1  EV=2.72
  [9956/12000] B26 → 2  EV=3.15
  [9957/12000] B27 → 1  EV=2.93
  [9958/12000] B28 → 1  EV=3.29
  [9959/12000] B29 → 1  EV=3.81
  [9960/12000] B30 → 1  EV=3.72
  [9961/12000] B01 → 1  EV=3.05
  [9962/12000] B02 → 1  EV=2.37
  [9963/12000] B03 → 4  EV=3.65
  [9964/12000] B04 → 1  EV=2.71
  [9965/12000] B05 → 1  EV=2.55
  [9966/12000] B06 → 1  EV=2.65
  [9967/12000] B07 → 4  EV=3.31
  [9968/12000] B08 → 1  EV=2.99
  [9969/12000] B09 → 1  EV=3.83
  [9970/12000] B10 → 3  EV=3.50
  [9971/12000] B11 → 1  EV=3.55
  [9972/12000] B12 → 1  EV=3.65
  [9973/12000] B13 → 4  EV=4.43
  [9974/12000] B14 → 1  EV=3.47
  [9975/12000] B15 → 1  EV=3.03
  [9976/12000] B16 → 1  EV=2.81
  [9977/12000] B17 → 7  EV=4.26
  [9978/12000] B18 → 1  EV=2.53
  [9979/12000] B19 → 1  EV=2.97
  [9980/12000] B20 → 7  EV=3.87
  [9981/12000] B21 → 1  EV=2.72
  [9982/12000] B22 → 4  EV=3.87
  [9983/12000] B23 → 4  EV=4.38
  [9984/12000] B24 → 1  EV=2.59
  [9985/12000] B25 → 1  EV=3.71
  [9986/12000] B26 → 1  EV=3.63
  [9987/12000] B27 → 1  EV=3.67
  [9988/12000] B28 → 1  EV=3.00
  [9989/12000] B29 → 1  EV=3.49
  [9990/12000] B30 → 1  EV=3.32
  [9991/12000] B01 → 6  EV=5.76
  [9992/12000] B02 → 6  EV=5.73
  [9993/12000] B03 → 6  EV=4.88
  [9994/12000] B04 → 6  EV=4.66
  [9995/12000] B05 → 4  EV=3.22
  [9996/12000] B06 → 1  EV=1.65
  [9997/12000] B07 → 4  EV=4.18
  [9998/12000] B08 → 6  EV=3.81
  [9999/12000] B09 → 6  EV=3.99
  [10000/12000] B10 → 6  EV=5.76

  Checkpoint: 10000/12000 (1.1 prompts/sec)

  [10001/12000] B11 → 6  EV=4.73
  [10002/12000] B12 → 6  EV=5.52
  [10003/12000] B13 → 6  EV=4.50
  [10004/12000] B14 → 6  EV=4.82
  [10005/12000] B15 → 3  EV=3.82
  [10006/12000] B16 → 6  EV=3.55
  [10007/12000] B17 → 6  EV=5.05
  [10008/12000] B18 → 6  EV=4.68
  [10009/12000] B19 → 6  EV=5.09
  [10010/12000] B20 → 6  EV=4.61
  [10011/12000] B21 → 6  EV=4.28
  [10012/12000] B22 → 6  EV=4.82
  [10013/12000] B23 → 6  EV=4.42
  [10014/12000] B24 → 3  EV=3.60
  [10015/12000] B25 → 6  EV=4.19
  [10016/12000] B26 → 6  EV=3.83
  [10017/12000] B27 → 6  EV=4.29
  [10018/12000] B28 → 6  EV=4.09
  [10019/12000] B29 → 6  EV=5.24
  [10020/12000] B30 → 6  EV=5.00
  [10021/12000] B01 → 6  EV=4.13
  [10022/12000] B02 → 6  EV=3.72
  [10023/12000] B03 → 1  EV=3.54
  [10024/12000] B04 → 6  EV=4.63
  [10025/12000] B05 → 1  EV=2.19
  [10026/12000] B06 → 1  EV=1.71
  [10027/12000] B07 → 1  EV=2.31
  [10028/12000] B08 → 6  EV=3.82
  [10029/12000] B09 → 1  EV=2.74
  [10030/12000] B10 → 6  EV=5.42
  [10031/12000] B11 → 6  EV=3.63
  [10032/12000] B12 → 6  EV=4.04
  [10033/12000] B13 → 6  EV=4.84
  [10034/12000] B14 → 1  EV=3.03
  [10035/12000] B15 → 3  EV=3.29
  [10036/12000] B16 → 1  EV=2.29
  [10037/12000] B17 → 6  EV=4.64
  [10038/12000] B18 → 6  EV=4.22
  [10039/12000] B19 → 6  EV=3.97
  [10040/12000] B20 → 1  EV=2.03
  [10041/12000] B21 → 6  EV=4.35
  [10042/12000] B22 → 1  EV=2.44
  [10043/12000] B23 → 6  EV=4.89
  [10044/12000] B24 → 3  EV=3.00
  [10045/12000] B25 → 1  EV=2.96
  [10046/12000] B26 → 1  EV=2.66
  [10047/12000] B27 → 1  EV=3.10
  [10048/12000] B28 → 1  EV=2.99
  [10049/12000] B29 → 1  EV=3.32
  [10050/12000] B30 → 6  EV=4.93
  [10051/12000] B01 → 6  EV=5.79
  [10052/12000] B02 → 6  EV=4.61
  [10053/12000] B03 → 6  EV=4.43
  [10054/12000] B04 → 6  EV=5.46
  [10055/12000] B05 → 6  EV=4.08
  [10056/12000] B06 → 1  EV=1.67
  [10057/12000] B07 → 1  EV=3.24
  [10058/12000] B08 → 6  EV=4.15
  [10059/12000] B09 → 6  EV=3.82
  [10060/12000] B10 → 6  EV=4.02
  [10061/12000] B11 → 6  EV=4.19
  [10062/12000] B12 → 6  EV=5.09
  [10063/12000] B13 → 6  EV=5.77
  [10064/12000] B14 → 6  EV=4.59
  [10065/12000] B15 → 1  EV=3.82
  [10066/12000] B16 → 6  EV=4.42
  [10067/12000] B17 → 6  EV=4.30
  [10068/12000] B18 → 6  EV=3.92
  [10069/12000] B19 → 1  EV=3.59
  [10070/12000] B20 → 1  EV=2.76
  [10071/12000] B21 → 6  EV=3.82
  [10072/12000] B22 → 6  EV=5.61
  [10073/12000] B23 → 6  EV=5.53
  [10074/12000] B24 → 6  EV=3.71
  [10075/12000] B25 → 1  EV=2.50
  [10076/12000] B26 → 6  EV=3.63
  [10077/12000] B27 → 6  EV=3.77
  [10078/12000] B28 → 6  EV=4.02
  [10079/12000] B29 → 6  EV=5.14
  [10080/12000] B30 → 6  EV=4.86
  [10081/12000] B01 → 6  EV=5.77
  [10082/12000] B02 → 6  EV=4.05
  [10083/12000] B03 → 6  EV=5.42
  [10084/12000] B04 → 6  EV=5.00
  [10085/12000] B05 → 1  EV=3.07
  [10086/12000] B06 → 1  EV=1.75
  [10087/12000] B07 → 1  EV=2.91
  [10088/12000] B08 → 1  EV=3.66
  [10089/12000] B09 → 1  EV=3.49
  [10090/12000] B10 → 6  EV=6.05
  [10091/12000] B11 → 1  EV=1.97
  [10092/12000] B12 → 6  EV=4.11
  [10093/12000] B13 → 6  EV=5.37
  [10094/12000] B14 → 1  EV=3.13
  [10095/12000] B15 → 3  EV=3.18
  [10096/12000] B16 → 6  EV=3.97
  [10097/12000] B17 → 6  EV=4.31
  [10098/12000] B18 → 6  EV=4.44
  [10099/12000] B19 → 1  EV=3.48
  [10100/12000] B20 → 1  EV=2.77

  Checkpoint: 10100/12000 (1.1 prompts/sec)

  [10101/12000] B21 → 1  EV=2.98
  [10102/12000] B22 → 1  EV=3.15
  [10103/12000] B23 → 6  EV=4.65
  [10104/12000] B24 → 3  EV=3.64
  [10105/12000] B25 → 1  EV=2.77
  [10106/12000] B26 → 2  EV=2.89
  [10107/12000] B27 → 1  EV=2.52
  [10108/12000] B28 → 6  EV=3.59
  [10109/12000] B29 → 6  EV=5.36
  [10110/12000] B30 → 6  EV=5.06
  [10111/12000] B01 → 3  EV=3.46
  [10112/12000] B02 → 1  EV=3.61
  [10113/12000] B03 → 1  EV=3.42
  [10114/12000] B04 → 7  EV=4.58
  [10115/12000] B05 → 1  EV=2.53
  [10116/12000] B06 → 1  EV=1.78
  [10117/12000] B07 → 1  EV=3.42
  [10118/12000] B08 → 1  EV=2.95
  [10119/12000] B09 → 1  EV=3.56
  [10120/12000] B10 → 3  EV=3.67
  [10121/12000] B11 → 1  EV=2.38
  [10122/12000] B12 → 7  EV=4.62
  [10123/12000] B13 → 6  EV=4.62
  [10124/12000] B14 → 3  EV=3.39
  [10125/12000] B15 → 3  EV=3.53
  [10126/12000] B16 → 1  EV=3.07
  [10127/12000] B17 → 6  EV=5.08
  [10128/12000] B18 → 3  EV=3.47
  [10129/12000] B19 → 1  EV=3.57
  [10130/12000] B20 → 3  EV=3.67
  [10131/12000] B21 → 3  EV=4.24
  [10132/12000] B22 → 1  EV=3.31
  [10133/12000] B23 → 3  EV=2.84
  [10134/12000] B24 → 3  EV=3.22
  [10135/12000] B25 → 3  EV=2.92
  [10136/12000] B26 → 1  EV=3.49
  [10137/12000] B27 → 3  EV=3.76
  [10138/12000] B28 → 3  EV=3.05
  [10139/12000] B29 → 6  EV=5.02
  [10140/12000] B30 → 6  EV=4.24
  [10141/12000] B01 → 6  EV=5.82
  [10142/12000] B02 → 6  EV=3.97
  [10143/12000] B03 → 6  EV=4.35
  [10144/12000] B04 → 6  EV=5.03
  [10145/12000] B05 → 1  EV=1.84
  [10146/12000] B06 → 1  EV=1.13
  [10147/12000] B07 → 1  EV=3.06
  [10148/12000] B08 → 6  EV=3.91
  [10149/12000] B09 → 1  EV=3.29
  [10150/12000] B10 → 6  EV=4.20
  [10151/12000] B11 → 1  EV=1.45
  [10152/12000] B12 → 6  EV=5.33
  [10153/12000] B13 → 6  EV=5.60
  [10154/12000] B14 → 1  EV=3.27
  [10155/12000] B15 → 3  EV=3.14
  [10156/12000] B16 → 1  EV=2.06
  [10157/12000] B17 → 6  EV=3.61
  [10158/12000] B18 → 6  EV=3.88
  [10159/12000] B19 → 6  EV=4.18
  [10160/12000] B20 → 1  EV=3.43
  [10161/12000] B21 → 6  EV=4.42
  [10162/12000] B22 → 6  EV=5.26
  [10163/12000] B23 → 6  EV=4.95
  [10164/12000] B24 → 1  EV=3.01
  [10165/12000] B25 → 1  EV=2.14
  [10166/12000] B26 → 1  EV=2.46
  [10167/12000] B27 → 6  EV=3.47
  [10168/12000] B28 → 1  EV=2.76
  [10169/12000] B29 → 1  EV=2.57
  [10170/12000] B30 → 6  EV=4.95
  [10171/12000] B01 → 6  EV=5.61
  [10172/12000] B02 → 1  EV=3.17
  [10173/12000] B03 → 1  EV=3.25
  [10174/12000] B04 → 1  EV=3.76
  [10175/12000] B05 → 1  EV=3.17
  [10176/12000] B06 → 1  EV=1.14
  [10177/12000] B07 → 1  EV=3.09
  [10178/12000] B08 → 2  EV=3.82
  [10179/12000] B09 → 1  EV=3.64
  [10180/12000] B10 → 6  EV=4.55
  [10181/12000] B11 → 1  EV=3.06
  [10182/12000] B12 → 1  EV=3.53
  [10183/12000] B13 → 1  EV=3.16
  [10184/12000] B14 → 6  EV=3.74
  [10185/12000] B15 → 6  EV=3.79
  [10186/12000] B16 → 1  EV=2.57
  [10187/12000] B17 → 6  EV=4.33
  [10188/12000] B18 → 6  EV=3.63
  [10189/12000] B19 → 1  EV=2.57
  [10190/12000] B20 → 1  EV=3.63
  [10191/12000] B21 → 6  EV=4.21
  [10192/12000] B22 → 6  EV=4.75
  [10193/12000] B23 → 6  EV=3.80
  [10194/12000] B24 → 1  EV=3.43
  [10195/12000] B25 → 6  EV=3.71
  [10196/12000] B26 → 1  EV=3.25
  [10197/12000] B27 → 1  EV=3.30
  [10198/12000] B28 → 1  EV=3.26
  [10199/12000] B29 → 1  EV=2.79
  [10200/12000] B30 → 6  EV=3.67

  Checkpoint: 10200/12000 (1.1 prompts/sec)

  [10201/12000] B01 → 6  EV=5.63
  [10202/12000] B02 → 6  EV=5.55
  [10203/12000] B03 → 6  EV=4.22
  [10204/12000] B04 → 6  EV=5.01
  [10205/12000] B05 → 1  EV=2.04
  [10206/12000] B06 → 1  EV=1.17
  [10207/12000] B07 → 1  EV=2.25
  [10208/12000] B08 → 1  EV=3.16
  [10209/12000] B09 → 1  EV=2.74
  [10210/12000] B10 → 6  EV=3.95
  [10211/12000] B11 → 6  EV=3.96
  [10212/12000] B12 → 6  EV=4.55
  [10213/12000] B13 → 6  EV=4.69
  [10214/12000] B14 → 6  EV=4.89
  [10215/12000] B15 → 3  EV=3.37
  [10216/12000] B16 → 1  EV=2.52
  [10217/12000] B17 → 2  EV=3.91
  [10218/12000] B18 → 6  EV=4.08
  [10219/12000] B19 → 6  EV=4.41
  [10220/12000] B20 → 6  EV=3.68
  [10221/12000] B21 → 3  EV=2.97
  [10222/12000] B22 → 6  EV=4.21
  [10223/12000] B23 → 6  EV=5.39
  [10224/12000] B24 → 1  EV=3.06
  [10225/12000] B25 → 1  EV=2.02
  [10226/12000] B26 → 1  EV=2.70
  [10227/12000] B27 → 1  EV=2.72
  [10228/12000] B28 → 3  EV=3.80
  [10229/12000] B29 → 6  EV=3.94
  [10230/12000] B30 → 6  EV=4.17
  [10231/12000] B01 → 1  EV=2.53
  [10232/12000] B02 → 1  EV=3.02
  [10233/12000] B03 → 1  EV=1.81
  [10234/12000] B04 → 1  EV=2.28
  [10235/12000] B05 → 4  EV=3.61
  [10236/12000] B06 → 1  EV=3.21
  [10237/12000] B07 → 1  EV=3.17
  [10238/12000] B08 → 1  EV=2.84
  [10239/12000] B09 → 1  EV=3.52
  [10240/12000] B10 → 1  EV=3.08
  [10241/12000] B11 → 1  EV=3.45
  [10242/12000] B12 → 1  EV=3.23
  [10243/12000] B13 → 4  EV=4.18
  [10244/12000] B14 → 1  EV=2.97
  [10245/12000] B15 → 1  EV=3.02
  [10246/12000] B16 → 1  EV=2.78
  [10247/12000] B17 → 1  EV=3.62
  [10248/12000] B18 → 1  EV=2.54
  [10249/12000] B19 → 1  EV=3.15
  [10250/12000] B20 → 1  EV=3.80
  [10251/12000] B21 → 1  EV=3.07
  [10252/12000] B22 → 1  EV=3.36
  [10253/12000] B23 → 4  EV=3.91
  [10254/12000] B24 → 1  EV=2.41
  [10255/12000] B25 → 1  EV=3.81
  [10256/12000] B26 → 1  EV=3.84
  [10257/12000] B27 → 1  EV=3.47
  [10258/12000] B28 → 1  EV=3.33
  [10259/12000] B29 → 1  EV=3.70
  [10260/12000] B30 → 1  EV=2.52
  [10261/12000] B01 → 6  EV=5.82
  [10262/12000] B02 → 1  EV=3.55
  [10263/12000] B03 → 6  EV=4.55
  [10264/12000] B04 → 7  EV=4.15
  [10265/12000] B05 → 1  EV=2.00
  [10266/12000] B06 → 1  EV=1.52
  [10267/12000] B07 → 1  EV=2.76
  [10268/12000] B08 → 1  EV=3.58
  [10269/12000] B09 → 1  EV=2.21
  [10270/12000] B10 → 6  EV=5.40
  [10271/12000] B11 → 2  EV=3.48
  [10272/12000] B12 → 1  EV=3.29
  [10273/12000] B13 → 6  EV=5.17
  [10274/12000] B14 → 1  EV=2.44
  [10275/12000] B15 → 1  EV=3.05
  [10276/12000] B16 → 1  EV=2.26
  [10277/12000] B17 → 2  EV=3.66
  [10278/12000] B18 → 6  EV=3.72
  [10279/12000] B19 → 1  EV=3.51
  [10280/12000] B20 → 1  EV=2.18
  [10281/12000] B21 → 1  EV=2.79
  [10282/12000] B22 → 1  EV=2.16
  [10283/12000] B23 → 6  EV=4.79
  [10284/12000] B24 → 1  EV=2.75
  [10285/12000] B25 → 1  EV=2.72
  [10286/12000] B26 → 1  EV=2.52
  [10287/12000] B27 → 1  EV=2.37
  [10288/12000] B28 → 1  EV=2.90
  [10289/12000] B29 → 6  EV=5.28
  [10290/12000] B30 → 1  EV=2.88
  [10291/12000] B01 → 6  EV=4.19
  [10292/12000] B02 → 6  EV=4.34
  [10293/12000] B03 → 6  EV=4.15
  [10294/12000] B04 → 6  EV=4.81
  [10295/12000] B05 → 1  EV=2.51
  [10296/12000] B06 → 1  EV=1.88
  [10297/12000] B07 → 1  EV=3.01
  [10298/12000] B08 → 1  EV=3.46
  [10299/12000] B09 → 3  EV=3.11
  [10300/12000] B10 → 6  EV=4.42

  Checkpoint: 10300/12000 (1.1 prompts/sec)

  [10301/12000] B11 → 1  EV=2.96
  [10302/12000] B12 → 1  EV=3.63
  [10303/12000] B13 → 6  EV=5.52
  [10304/12000] B14 → 6  EV=4.74
  [10305/12000] B15 → 3  EV=3.80
  [10306/12000] B16 → 1  EV=2.66
  [10307/12000] B17 → 4  EV=4.19
  [10308/12000] B18 → 6  EV=3.59
  [10309/12000] B19 → 6  EV=4.03
  [10310/12000] B20 → 1  EV=2.18
  [10311/12000] B21 → 1  EV=3.28
  [10312/12000] B22 → 6  EV=4.73
  [10313/12000] B23 → 6  EV=4.85
  [10314/12000] B24 → 3  EV=3.55
  [10315/12000] B25 → 3  EV=3.20
  [10316/12000] B26 → 2  EV=3.10
  [10317/12000] B27 → 3  EV=3.79
  [10318/12000] B28 → 3  EV=3.44
  [10319/12000] B29 → 6  EV=5.11
  [10320/12000] B30 → 6  EV=4.64
  [10321/12000] B01 → 6  EV=4.87
  [10322/12000] B02 → 1  EV=3.02
  [10323/12000] B03 → 1  EV=3.09
  [10324/12000] B04 → 3  EV=3.87
  [10325/12000] B05 → 1  EV=2.44
  [10326/12000] B06 → 1  EV=1.74
  [10327/12000] B07 → 1  EV=3.28
  [10328/12000] B08 → 1  EV=3.11
  [10329/12000] B09 → 3  EV=3.47
  [10330/12000] B10 → 6  EV=4.78
  [10331/12000] B11 → 1  EV=2.36
  [10332/12000] B12 → 3  EV=3.34
  [10333/12000] B13 → 6  EV=4.12
  [10334/12000] B14 → 1  EV=2.64
  [10335/12000] B15 → 3  EV=3.93
  [10336/12000] B16 → 3  EV=3.08
  [10337/12000] B17 → 6  EV=5.01
  [10338/12000] B18 → 1  EV=3.32
  [10339/12000] B19 → 1  EV=3.26
  [10340/12000] B20 → 1  EV=2.73
  [10341/12000] B21 → 3  EV=3.91
  [10342/12000] B22 → 1  EV=3.38
  [10343/12000] B23 → 6  EV=4.31
  [10344/12000] B24 → 3  EV=3.64
  [10345/12000] B25 → 3  EV=3.35
  [10346/12000] B26 → 3  EV=3.57
  [10347/12000] B27 → 3  EV=3.83
  [10348/12000] B28 → 3  EV=3.50
  [10349/12000] B29 → 6  EV=4.64
  [10350/12000] B30 → 3  EV=3.84
  [10351/12000] B01 → 6  EV=4.60
  [10352/12000] B02 → 6  EV=4.08
  [10353/12000] B03 → 3  EV=3.96
  [10354/12000] B04 → 6  EV=4.77
  [10355/12000] B05 → 3  EV=3.88
  [10356/12000] B06 → 1  EV=1.83
  [10357/12000] B07 → 3  EV=3.44
  [10358/12000] B08 → 3  EV=3.89
  [10359/12000] B09 → 3  EV=3.59
  [10360/12000] B10 → 6  EV=5.49
  [10361/12000] B11 → 6  EV=4.57
  [10362/12000] B12 → 6  EV=4.51
  [10363/12000] B13 → 6  EV=4.96
  [10364/12000] B14 → 6  EV=4.60
  [10365/12000] B15 → 3  EV=3.96
  [10366/12000] B16 → 3  EV=3.23
  [10367/12000] B17 → 6  EV=5.47
  [10368/12000] B18 → 6  EV=3.99
  [10369/12000] B19 → 6  EV=4.39
  [10370/12000] B20 → 6  EV=4.15
  [10371/12000] B21 → 3  EV=3.42
  [10372/12000] B22 → 6  EV=5.13
  [10373/12000] B23 → 6  EV=5.47
  [10374/12000] B24 → 3  EV=3.94
  [10375/12000] B25 → 3  EV=3.22
  [10376/12000] B26 → 3  EV=3.62
  [10377/12000] B27 → 3  EV=3.49
  [10378/12000] B28 → 3  EV=4.05
  [10379/12000] B29 → 6  EV=3.82
  [10380/12000] B30 → 3  EV=4.10
  [10381/12000] B01 → 6  EV=5.38
  [10382/12000] B02 → 1  EV=3.29
  [10383/12000] B03 → 3  EV=3.19
  [10384/12000] B04 → 3  EV=3.68
  [10385/12000] B05 → 1  EV=3.24
  [10386/12000] B06 → 1  EV=2.77
  [10387/12000] B07 → 4  EV=3.28
  [10388/12000] B08 → 1  EV=2.64
  [10389/12000] B09 → 1  EV=3.24
  [10390/12000] B10 → 6  EV=5.47
  [10391/12000] B11 → 1  EV=2.97
  [10392/12000] B12 → 6  EV=3.73
  [10393/12000] B13 → 6  EV=5.83
  [10394/12000] B14 → 6  EV=4.16
  [10395/12000] B15 → 3  EV=3.52
  [10396/12000] B16 → 3  EV=3.37
  [10397/12000] B17 → 6  EV=4.97
  [10398/12000] B18 → 1  EV=2.34
  [10399/12000] B19 → 1  EV=2.69
  [10400/12000] B20 → 3  EV=3.69

  Checkpoint: 10400/12000 (1.1 prompts/sec)

  [10401/12000] B21 → 6  EV=3.84
  [10402/12000] B22 → 6  EV=4.56
  [10403/12000] B23 → 1  EV=3.21
  [10404/12000] B24 → 1  EV=3.08
  [10405/12000] B25 → 6  EV=3.88
  [10406/12000] B26 → 2  EV=3.37
  [10407/12000] B27 → 3  EV=2.81
  [10408/12000] B28 → 3  EV=3.44
  [10409/12000] B29 → 1  EV=3.02
  [10410/12000] B30 → 6  EV=4.06
  [10411/12000] B01 → 7  EV=4.77
  [10412/12000] B02 → 1  EV=2.29
  [10413/12000] B03 → 1  EV=2.23
  [10414/12000] B04 → 1  EV=3.10
  [10415/12000] B05 → 1  EV=2.19
  [10416/12000] B06 → 1  EV=1.03
  [10417/12000] B07 → 1  EV=2.14
  [10418/12000] B08 → 1  EV=2.78
  [10419/12000] B09 → 1  EV=2.68
  [10420/12000] B10 → 7  EV=4.40
  [10421/12000] B11 → 1  EV=1.93
  [10422/12000] B12 → 1  EV=2.46
  [10423/12000] B13 → 6  EV=4.66
  [10424/12000] B14 → 3  EV=3.77
  [10425/12000] B15 → 3  EV=3.23
  [10426/12000] B16 → 1  EV=2.68
  [10427/12000] B17 → 3  EV=4.06
  [10428/12000] B18 → 1  EV=3.11
  [10429/12000] B19 → 1  EV=3.15
  [10430/12000] B20 → 1  EV=2.38
  [10431/12000] B21 → 1  EV=2.46
  [10432/12000] B22 → 1  EV=2.48
  [10433/12000] B23 → 1  EV=2.06
  [10434/12000] B24 → 1  EV=2.56
  [10435/12000] B25 → 1  EV=2.79
  [10436/12000] B26 → 1  EV=2.73
  [10437/12000] B27 → 1  EV=2.38
  [10438/12000] B28 → 3  EV=2.81
  [10439/12000] B29 → 6  EV=4.69
  [10440/12000] B30 → 1  EV=2.63
  [10441/12000] B01 → 3  EV=3.07
  [10442/12000] B02 → 1  EV=3.43
  [10443/12000] B03 → 1  EV=1.69
  [10444/12000] B04 → 4  EV=3.55
  [10445/12000] B05 → 1  EV=2.22
  [10446/12000] B06 → 1  EV=2.95
  [10447/12000] B07 → 4  EV=4.24
  [10448/12000] B08 → 1  EV=2.30
  [10449/12000] B09 → 4  EV=3.10
  [10450/12000] B10 → 1  EV=3.39
  [10451/12000] B11 → 4  EV=3.66
  [10452/12000] B12 → 1  EV=3.64
  [10453/12000] B13 → 6  EV=5.66
  [10454/12000] B14 → 6  EV=4.18
  [10455/12000] B15 → 4  EV=3.67
  [10456/12000] B16 → 4  EV=3.17
  [10457/12000] B17 → 6  EV=4.32
  [10458/12000] B18 → 1  EV=2.08
  [10459/12000] B19 → 6  EV=5.47
  [10460/12000] B20 → 1  EV=3.49
  [10461/12000] B21 → 6  EV=4.84
  [10462/12000] B22 → 1  EV=2.88
  [10463/12000] B23 → 4  EV=3.92
  [10464/12000] B24 → 1  EV=2.72
  [10465/12000] B25 → 1  EV=3.13
  [10466/12000] B26 → 1  EV=2.72
  [10467/12000] B27 → 1  EV=3.40
  [10468/12000] B28 → 1  EV=3.19
  [10469/12000] B29 → 1  EV=2.61
  [10470/12000] B30 → 1  EV=2.27
  [10471/12000] B01 → 6  EV=4.47
  [10472/12000] B02 → 6  EV=5.79
  [10473/12000] B03 → 3  EV=3.86
  [10474/12000] B04 → 6  EV=5.33
  [10475/12000] B05 → 3  EV=3.49
  [10476/12000] B06 → 1  EV=1.15
  [10477/12000] B07 → 4  EV=3.79
  [10478/12000] B08 → 6  EV=4.08
  [10479/12000] B09 → 3  EV=3.52
  [10480/12000] B10 → 6  EV=4.35
  [10481/12000] B11 → 1  EV=1.93
  [10482/12000] B12 → 6  EV=4.33
  [10483/12000] B13 → 6  EV=5.69
  [10484/12000] B14 → 6  EV=5.20
  [10485/12000] B15 → 3  EV=3.74
  [10486/12000] B16 → 6  EV=3.84
  [10487/12000] B17 → 6  EV=4.74
  [10488/12000] B18 → 6  EV=4.14
  [10489/12000] B19 → 6  EV=4.83
  [10490/12000] B20 → 6  EV=4.08
  [10491/12000] B21 → 3  EV=4.07
  [10492/12000] B22 → 6  EV=4.86
  [10493/12000] B23 → 6  EV=5.14
  [10494/12000] B24 → 3  EV=3.37
  [10495/12000] B25 → 3  EV=2.46
  [10496/12000] B26 → 3  EV=2.96
  [10497/12000] B27 → 6  EV=3.97
  [10498/12000] B28 → 4  EV=3.95
  [10499/12000] B29 → 6  EV=4.06
  [10500/12000] B30 → 6  EV=4.80

  Checkpoint: 10500/12000 (1.1 prompts/sec)

  [10501/12000] B01 → 6  EV=5.57
  [10502/12000] B02 → 6  EV=5.71
  [10503/12000] B03 → 3  EV=3.34
  [10504/12000] B04 → 6  EV=5.13
  [10505/12000] B05 → 4  EV=2.79
  [10506/12000] B06 → 1  EV=1.68
  [10507/12000] B07 → 4  EV=3.55
  [10508/12000] B08 → 3  EV=4.06
  [10509/12000] B09 → 3  EV=3.61
  [10510/12000] B10 → 6  EV=5.87
  [10511/12000] B11 → 6  EV=4.33
  [10512/12000] B12 → 3  EV=3.98
  [10513/12000] B13 → 6  EV=5.28
  [10514/12000] B14 → 4  EV=4.55
  [10515/12000] B15 → 3  EV=3.57
  [10516/12000] B16 → 3  EV=3.45
  [10517/12000] B17 → 6  EV=4.74
  [10518/12000] B18 → 3  EV=4.01
  [10519/12000] B19 → 6  EV=4.26
  [10520/12000] B20 → 3  EV=3.24
  [10521/12000] B21 → 3  EV=3.81
  [10522/12000] B22 → 6  EV=5.58
  [10523/12000] B23 → 3  EV=3.53
  [10524/12000] B24 → 4  EV=3.59
  [10525/12000] B25 → 3  EV=3.24
  [10526/12000] B26 → 3  EV=3.26
  [10527/12000] B27 → 3  EV=3.27
  [10528/12000] B28 → 6  EV=4.24
  [10529/12000] B29 → 6  EV=5.46
  [10530/12000] B30 → 6  EV=5.22
  [10531/12000] B01 → 1  EV=2.25
  [10532/12000] B02 → 1  EV=2.05
  [10533/12000] B03 → 2  EV=2.86
  [10534/12000] B04 → 1  EV=2.16
  [10535/12000] B05 → 1  EV=2.15
  [10536/12000] B06 → 1  EV=2.20
  [10537/12000] B07 → 1  EV=2.92
  [10538/12000] B08 → 1  EV=2.64
  [10539/12000] B09 → 1  EV=2.93
  [10540/12000] B10 → 1  EV=2.50
  [10541/12000] B11 → 1  EV=3.09
  [10542/12000] B12 → 1  EV=2.77
  [10543/12000] B13 → 6  EV=4.33
  [10544/12000] B14 → 1  EV=2.07
  [10545/12000] B15 → 1  EV=3.00
  [10546/12000] B16 → 1  EV=2.32
  [10547/12000] B17 → 2  EV=3.92
  [10548/12000] B18 → 1  EV=3.48
  [10549/12000] B19 → 1  EV=3.52
  [10550/12000] B20 → 1  EV=2.39
  [10551/12000] B21 → 1  EV=2.04
  [10552/12000] B22 → 1  EV=2.33
  [10553/12000] B23 → 1  EV=1.89
  [10554/12000] B24 → 1  EV=3.35
  [10555/12000] B25 → 1  EV=3.00
  [10556/12000] B26 → 1  EV=2.84
  [10557/12000] B27 → 1  EV=2.74
  [10558/12000] B28 → 1  EV=2.26
  [10559/12000] B29 → 1  EV=2.71
  [10560/12000] B30 → 1  EV=1.96
  [10561/12000] B01 → 6  EV=5.89
